user_id,feature_name,session_duration,latency_ms,crash_flag,error_count,feedback_score,timestamp
2655,Payments,269,466,0,4,2,2024-01-01
1435,Payments,255,394,0,4,1,2024-01-01
11432,Payments,240,501,0,0,3,2024-01-01
6364,Payments,149,354,0,0,5,2024-01-01
6896,Payments,422,373,0,4,2,2024-01-01
15759,Payments,331,234,0,4,5,2024-01-01
18835,Payments,372,526,0,0,5,2024-01-01
6667,Payments,386,297,1,3,4,2024-01-01
4640,Payments,331,574,0,1,3,2024-01-01
8560,Payments,56,351,0,3,4,2024-01-01
4092,Payments,301,293,0,0,4,2024-01-01
18385,Payments,278,361,1,1,3,2024-01-01
15332,Payments,482,527,0,0,2,2024-01-01
17420,Login,293,121,0,2,5,2024-01-02
11606,Login,125,143,0,2,4,2024-01-02
3130,Login,335,91,0,2,1,2024-01-02
17964,Login,470,112,1,4,5,2024-01-02
6764,Login,72,124,0,2,3,2024-01-02
1512,Login,331,119,0,4,5,2024-01-02
13280,Login,373,129,0,4,1,2024-01-02
3634,Login,67,146,0,5,2,2024-01-02
1374,Login,231,84,0,5,3,2024-01-02
4584,Login,234,125,1,3,5,2024-01-02
2179,Login,222,111,1,5,4,2024-01-02
14282,Login,355,94,0,0,2,2024-01-02
3142,Login,63,138,0,1,5,2024-01-02
10128,Login,419,119,0,1,3,2024-01-02
6776,Login,303,115,0,0,5,2024-01-02
8749,Login,49,90,0,3,4,2024-01-02
9610,Login,399,137,0,4,4,2024-01-02
10225,Login,352,150,1,2,3,2024-01-02
5367,Login,420,95,0,2,4,2024-01-02
9645,Login,45,104,0,0,4,2024-01-02
13788,Login,475,135,0,3,5,2024-01-02
7397,Login,386,82,0,0,5,2024-01-02
19528,Login,541,89,0,2,5,2024-01-02
4117,Login,187,88,1,0,2,2024-01-02
2684,Login,411,105,0,0,3,2024-01-02
12325,Login,207,136,0,0,2,2024-01-02
15095,Login,316,95,0,0,3,2024-01-02
7480,Login,566,108,0,4,5,2024-01-02
16519,Login,402,126,0,1,3,2024-01-02
16846,Login,168,96,0,5,5,2024-01-02
10745,Login,99,111,0,5,3,2024-01-02
18594,Login,437,125,0,5,4,2024-01-02
13501,Login,460,107,0,3,3,2024-01-02
9140,Login,478,140,0,3,5,2024-01-02
4451,Login,382,109,0,2,4,2024-01-02
15196,Login,517,118,0,4,3,2024-01-02
2984,Login,54,105,0,5,2,2024-01-02
18693,Login,359,133,0,2,1,2024-01-02
11919,Login,205,141,0,0,2,2024-01-02
15204,Search,308,571,0,1,2,2024-01-02
11689,Search,414,363,0,3,4,2024-01-02
12978,Search,228,436,0,5,2,2024-01-02
16114,Search,214,360,0,2,4,2024-01-02
9873,Search,299,464,0,0,3,2024-01-02
18810,Search,517,502,0,0,1,2024-01-02
7213,Search,190,285,0,1,4,2024-01-02
8643,Search,444,597,0,2,5,2024-01-02
11927,Search,71,522,0,3,2,2024-01-02
3479,Search,375,501,0,1,2,2024-01-02
11353,Search,598,572,0,5,2,2024-01-02
2781,Search,518,384,0,4,5,2024-01-02
16518,Search,277,410,0,2,4,2024-01-02
4081,Search,407,490,0,3,2,2024-01-02
14607,Search,509,515,1,4,3,2024-01-02
1916,Search,497,332,0,5,1,2024-01-02
15751,Search,583,377,0,2,5,2024-01-02
15754,Search,31,333,0,5,1,2024-01-02
12821,Search,429,402,0,5,3,2024-01-02
12495,Search,116,380,0,0,2,2024-01-02
2448,Search,368,469,0,3,1,2024-01-02
4186,Search,79,264,0,1,1,2024-01-02
16547,Search,576,584,1,5,2,2024-01-02
7846,Search,242,243,0,1,4,2024-01-02
8639,Search,518,212,1,4,4,2024-01-02
12476,Search,271,534,0,5,5,2024-01-02
5736,Search,208,597,0,1,5,2024-01-02
3405,Search,360,303,0,4,1,2024-01-02
7591,Search,108,259,0,4,3,2024-01-02
4094,Search,161,445,1,3,3,2024-01-02
3951,Search,229,600,0,1,5,2024-01-02
19222,Search,381,582,0,3,5,2024-01-02
2240,Search,75,318,0,1,2,2024-01-02
11561,Search,355,326,0,2,4,2024-01-02
17548,Search,316,327,0,2,1,2024-01-02
17046,Search,182,534,0,0,1,2024-01-02
10263,Search,125,476,0,2,4,2024-01-02
5683,Search,412,504,0,4,2,2024-01-02
15450,Search,228,417,0,2,2,2024-01-02
19281,Search,303,438,0,1,2,2024-01-02
16156,Search,571,546,0,5,1,2024-01-02
13662,Search,443,355,0,0,1,2024-01-02
8111,Search,270,324,0,3,3,2024-01-02
4728,Search,427,212,0,1,3,2024-01-02
17171,Search,128,382,0,5,3,2024-01-02
4461,Search,499,348,0,0,2,2024-01-02
9148,Search,141,571,1,2,4,2024-01-02
14494,Search,387,417,0,3,4,2024-01-02
17711,Search,273,239,0,4,4,2024-01-02
7697,VideoPlayback,265,584,0,2,1,2024-01-02
3924,VideoPlayback,147,342,0,5,3,2024-01-02
5950,VideoPlayback,370,313,0,2,4,2024-01-02
9966,VideoPlayback,264,440,0,1,4,2024-01-02
5076,VideoPlayback,111,465,0,0,4,2024-01-02
16588,VideoPlayback,347,535,0,5,5,2024-01-02
4958,VideoPlayback,198,436,0,3,3,2024-01-02
3925,VideoPlayback,216,568,0,4,3,2024-01-02
11393,VideoPlayback,315,390,0,0,3,2024-01-02
15643,VideoPlayback,102,540,1,4,4,2024-01-02
1002,VideoPlayback,400,457,0,3,4,2024-01-02
18195,VideoPlayback,54,578,1,0,3,2024-01-02
4485,VideoPlayback,476,298,0,5,3,2024-01-02
9509,VideoPlayback,259,474,0,5,4,2024-01-02
2314,VideoPlayback,209,201,0,4,5,2024-01-02
7384,VideoPlayback,301,586,0,1,2,2024-01-02
9030,VideoPlayback,228,505,0,1,1,2024-01-02
1901,VideoPlayback,354,420,0,1,5,2024-01-02
8609,VideoPlayback,442,337,0,2,2,2024-01-02
11492,VideoPlayback,243,562,0,1,4,2024-01-02
2675,VideoPlayback,255,249,0,2,2,2024-01-02
1002,VideoPlayback,311,448,0,1,2,2024-01-02
16841,VideoPlayback,215,459,0,2,5,2024-01-02
15769,VideoPlayback,456,281,0,1,1,2024-01-02
12230,Recommendations,165,263,0,0,3,2024-01-02
19636,Recommendations,454,260,0,4,4,2024-01-02
13145,Recommendations,414,201,0,4,3,2024-01-02
13477,Recommendations,72,519,0,4,1,2024-01-02
12915,Recommendations,164,285,0,0,2,2024-01-02
3461,Recommendations,522,429,0,1,4,2024-01-02
11910,Recommendations,166,274,0,0,5,2024-01-02
9817,Recommendations,385,469,0,5,4,2024-01-02
6465,Recommendations,477,255,0,5,2,2024-01-02
19836,Recommendations,430,549,0,1,2,2024-01-02
18462,Recommendations,333,568,0,1,3,2024-01-02
12570,Recommendations,426,385,0,5,2,2024-01-02
19038,Recommendations,117,286,0,1,1,2024-01-02
5976,Recommendations,105,531,0,1,4,2024-01-02
16725,Recommendations,238,274,1,3,5,2024-01-02
14397,Recommendations,582,508,0,2,3,2024-01-02
15549,Recommendations,219,315,0,1,4,2024-01-02
14829,Recommendations,71,229,0,4,2,2024-01-02
8075,Recommendations,453,518,0,3,4,2024-01-02
6231,Recommendations,132,234,1,5,5,2024-01-02
11498,Recommendations,287,336,0,5,2,2024-01-02
4039,Recommendations,460,284,0,1,1,2024-01-02
15250,Recommendations,340,551,0,1,4,2024-01-02
19352,Recommendations,563,276,0,3,4,2024-01-02
17270,Payments,237,209,0,3,5,2024-01-02
7161,Payments,246,555,0,3,3,2024-01-02
15997,Payments,533,234,0,4,1,2024-01-02
15456,Payments,48,500,0,3,4,2024-01-02
7643,Payments,273,217,0,4,4,2024-01-02
6517,Payments,327,465,0,2,4,2024-01-02
7916,Payments,548,599,0,5,1,2024-01-02
6125,Payments,473,553,0,5,3,2024-01-02
13578,Payments,533,351,0,0,3,2024-01-02
10241,Payments,347,351,1,5,1,2024-01-02
16115,Payments,317,338,0,2,5,2024-01-02
19922,Payments,351,323,0,0,1,2024-01-02
8872,Payments,306,212,0,4,4,2024-01-02
12327,Payments,588,209,1,5,1,2024-01-02
2015,Payments,325,434,0,4,1,2024-01-02
19837,Payments,150,398,0,0,4,2024-01-02
12854,Payments,39,482,0,4,2,2024-01-02
10617,Payments,591,459,0,0,4,2024-01-02
17563,Payments,359,411,0,2,2,2024-01-02
1903,Payments,307,226,0,3,4,2024-01-02
13343,Payments,277,567,0,4,5,2024-01-02
12604,Payments,97,310,1,3,2,2024-01-02
12430,Payments,300,498,0,3,4,2024-01-02
18164,Payments,543,414,0,5,4,2024-01-02
17117,Payments,266,552,0,5,5,2024-01-02
15748,Payments,357,528,1,5,1,2024-01-02
18723,Payments,315,448,0,5,5,2024-01-02
8339,Payments,479,332,0,2,1,2024-01-02
16408,Payments,522,228,0,1,3,2024-01-02
11724,Payments,220,213,0,3,4,2024-01-02
15638,Payments,84,200,0,0,4,2024-01-02
11611,Payments,319,465,0,0,5,2024-01-02
9275,Payments,277,374,0,2,4,2024-01-02
13470,Payments,494,217,0,2,1,2024-01-02
2790,Payments,373,493,0,3,5,2024-01-02
17105,Payments,291,410,0,0,3,2024-01-02
11759,Payments,596,524,0,2,4,2024-01-02
15203,Payments,240,247,0,1,3,2024-01-02
2921,Payments,277,422,1,1,2,2024-01-02
6752,Payments,81,580,0,5,1,2024-01-02
5073,Payments,289,454,0,5,2,2024-01-02
12183,Payments,457,367,0,0,2,2024-01-02
17140,Payments,236,222,0,3,4,2024-01-02
3303,Payments,534,502,0,2,5,2024-01-02
10251,Payments,102,503,0,4,5,2024-01-02
12814,Payments,573,389,0,1,1,2024-01-02
19364,Payments,448,307,0,5,3,2024-01-02
3088,Payments,439,481,0,2,2,2024-01-02
8778,Login,372,132,0,0,3,2024-01-03
4000,Login,102,89,0,1,4,2024-01-03
15628,Login,81,109,0,4,4,2024-01-03
19897,Login,580,83,0,2,2,2024-01-03
15432,Login,460,99,0,2,2,2024-01-03
15145,Login,557,114,0,2,1,2024-01-03
1519,Login,302,80,0,1,1,2024-01-03
14413,Login,220,112,0,2,3,2024-01-03
14171,Login,557,109,0,3,4,2024-01-03
8647,Login,201,99,0,3,1,2024-01-03
5782,Login,490,136,0,0,2,2024-01-03
3165,Login,542,124,0,2,5,2024-01-03
1493,Login,208,128,0,1,1,2024-01-03
4545,Login,383,95,0,3,5,2024-01-03
3839,Login,574,142,0,0,1,2024-01-03
16447,Login,199,127,0,5,2,2024-01-03
3931,Login,232,102,0,4,1,2024-01-03
19935,Login,326,113,0,3,5,2024-01-03
15010,Login,588,109,0,5,5,2024-01-03
15881,Login,105,122,0,1,2,2024-01-03
19948,Login,177,112,0,3,3,2024-01-03
6011,Login,55,134,0,1,4,2024-01-03
11047,Login,328,93,1,2,1,2024-01-03
3330,Login,515,111,0,3,2,2024-01-03
15002,Login,590,120,0,0,2,2024-01-03
2271,Login,487,124,0,3,5,2024-01-03
1540,Login,595,129,0,3,4,2024-01-03
7705,Login,367,82,0,3,3,2024-01-03
16116,Login,353,94,0,1,3,2024-01-03
17073,Login,64,99,0,1,3,2024-01-03
13281,Login,98,84,1,1,5,2024-01-03
5317,Login,435,122,0,5,5,2024-01-03
2157,Login,342,140,1,5,1,2024-01-03
15093,Login,93,123,0,2,3,2024-01-03
6003,Login,460,143,0,3,5,2024-01-03
6063,Login,216,119,0,1,2,2024-01-03
3176,Login,519,95,0,2,5,2024-01-03
19210,Login,263,111,0,3,2,2024-01-03
10908,Login,39,84,0,4,5,2024-01-03
15568,Login,478,123,0,1,2,2024-01-03
3716,Login,149,93,0,1,5,2024-01-03
10787,Login,574,136,0,3,1,2024-01-03
9058,Search,537,538,0,4,2,2024-01-03
3592,Search,468,482,0,5,5,2024-01-03
19086,Search,350,572,0,3,5,2024-01-03
2239,Search,500,459,0,0,5,2024-01-03
13652,Search,584,561,0,4,1,2024-01-03
18872,Search,86,233,0,2,5,2024-01-03
18904,Search,316,430,0,4,2,2024-01-03
4734,Search,82,258,0,5,4,2024-01-03
9976,Search,380,479,0,0,5,2024-01-03
15400,Search,168,536,0,4,5,2024-01-03
12721,Search,166,337,1,2,2,2024-01-03
12939,Search,312,209,0,2,3,2024-01-03
10451,Search,491,594,0,2,2,2024-01-03
17317,Search,51,261,0,1,4,2024-01-03
12059,Search,349,550,0,0,5,2024-01-03
4125,Search,267,566,0,0,3,2024-01-03
6270,Search,551,582,0,2,1,2024-01-03
17638,Search,100,407,1,3,1,2024-01-03
16635,Search,558,298,0,3,3,2024-01-03
14320,Search,226,276,0,5,3,2024-01-03
5092,Search,128,376,1,1,1,2024-01-03
2708,Search,477,503,0,2,1,2024-01-03
15376,Search,291,559,0,0,2,2024-01-03
1972,Search,307,292,0,3,5,2024-01-03
12610,Search,185,593,0,3,3,2024-01-03
7917,Search,358,251,0,4,1,2024-01-03
10251,Search,66,256,0,2,1,2024-01-03
19077,Search,387,276,0,3,5,2024-01-03
15179,Search,334,450,0,1,2,2024-01-03
13655,Search,105,469,0,5,3,2024-01-03
13371,Search,412,508,0,3,2,2024-01-03
12242,Search,64,457,1,3,4,2024-01-03
11231,Search,418,305,0,0,2,2024-01-03
16424,Search,484,582,0,2,3,2024-01-03
12841,Search,207,401,0,3,2,2024-01-03
7851,Search,376,450,0,2,2,2024-01-03
14851,Search,415,479,0,1,3,2024-01-03
16805,VideoPlayback,581,287,0,5,3,2024-01-03
7033,VideoPlayback,449,458,0,2,1,2024-01-03
19821,VideoPlayback,519,399,1,2,2,2024-01-03
17365,VideoPlayback,239,419,0,5,5,2024-01-03
14867,VideoPlayback,195,366,0,0,3,2024-01-03
8739,VideoPlayback,111,486,0,5,2,2024-01-03
2064,VideoPlayback,114,389,0,4,1,2024-01-03
10502,VideoPlayback,142,562,0,3,1,2024-01-03
11209,VideoPlayback,373,374,0,0,3,2024-01-03
15658,VideoPlayback,290,293,1,4,1,2024-01-03
5081,VideoPlayback,476,319,0,3,4,2024-01-03
15314,VideoPlayback,54,268,0,3,3,2024-01-03
9096,VideoPlayback,402,358,0,1,5,2024-01-03
5049,VideoPlayback,576,304,0,5,1,2024-01-03
13441,VideoPlayback,438,207,0,2,3,2024-01-03
8835,VideoPlayback,285,316,1,4,4,2024-01-03
18748,VideoPlayback,526,350,0,3,2,2024-01-03
2748,VideoPlayback,522,592,0,0,1,2024-01-03
15512,VideoPlayback,273,353,0,3,4,2024-01-03
11931,VideoPlayback,329,478,0,5,2,2024-01-03
6617,VideoPlayback,100,331,1,5,1,2024-01-03
9384,VideoPlayback,260,388,0,5,2,2024-01-03
16024,VideoPlayback,67,394,1,2,3,2024-01-03
1407,VideoPlayback,59,421,1,0,1,2024-01-03
13651,VideoPlayback,510,512,0,1,4,2024-01-03
17704,VideoPlayback,334,407,0,3,5,2024-01-03
7531,Recommendations,52,474,0,2,5,2024-01-03
14510,Recommendations,501,415,1,4,3,2024-01-03
1917,Recommendations,139,206,0,3,4,2024-01-03
2398,Recommendations,232,247,0,5,3,2024-01-03
15281,Recommendations,352,490,1,0,4,2024-01-03
18836,Recommendations,106,440,0,4,2,2024-01-03
11682,Recommendations,387,585,0,5,2,2024-01-03
16514,Recommendations,291,448,1,0,5,2024-01-03
3404,Recommendations,114,341,1,2,5,2024-01-03
1989,Recommendations,346,566,0,0,1,2024-01-03
12596,Recommendations,356,528,0,0,3,2024-01-03
3527,Recommendations,54,298,0,5,4,2024-01-03
5453,Recommendations,509,336,0,5,5,2024-01-03
13433,Recommendations,415,325,0,0,5,2024-01-03
11741,Recommendations,287,208,0,0,2,2024-01-03
2673,Recommendations,469,305,0,0,3,2024-01-03
18193,Recommendations,348,546,0,0,2,2024-01-03
19928,Recommendations,576,539,0,1,3,2024-01-03
5892,Recommendations,269,515,0,2,2,2024-01-03
13403,Recommendations,308,254,0,5,4,2024-01-03
6496,Recommendations,144,478,0,1,2,2024-01-03
3556,Recommendations,374,596,0,1,1,2024-01-03
2906,Recommendations,39,447,0,2,5,2024-01-03
16729,Recommendations,491,574,0,2,5,2024-01-03
7548,Recommendations,133,266,0,2,5,2024-01-03
7224,Recommendations,495,594,0,2,5,2024-01-03
1809,Payments,423,228,1,5,3,2024-01-03
5210,Payments,200,370,0,4,3,2024-01-03
2115,Payments,231,256,0,1,3,2024-01-03
11914,Payments,287,356,0,2,4,2024-01-03
8148,Payments,66,501,1,5,1,2024-01-03
4463,Payments,363,287,0,5,1,2024-01-03
12126,Payments,496,428,0,0,4,2024-01-03
17838,Payments,590,368,0,0,3,2024-01-03
2352,Payments,199,502,0,3,2,2024-01-03
7986,Payments,349,469,0,3,2,2024-01-03
2818,Payments,146,353,0,3,5,2024-01-03
11625,Payments,480,241,0,1,3,2024-01-03
18445,Payments,147,225,0,0,3,2024-01-03
15710,Payments,299,393,0,2,4,2024-01-03
16882,Payments,266,249,0,0,1,2024-01-03
11830,Payments,83,461,0,2,2,2024-01-03
5112,Payments,65,279,1,1,1,2024-01-03
2300,Payments,337,577,0,2,4,2024-01-03
13326,Payments,598,504,0,3,5,2024-01-03
6124,Payments,376,325,1,2,5,2024-01-03
19022,Payments,183,493,0,2,2,2024-01-03
4485,Payments,309,566,1,3,3,2024-01-03
8156,Payments,526,212,0,3,4,2024-01-03
10313,Payments,112,280,0,4,1,2024-01-03
6334,Payments,411,462,0,4,4,2024-01-03
18702,Payments,240,249,0,5,4,2024-01-03
3169,Payments,60,232,0,5,1,2024-01-03
7491,Payments,159,379,0,5,5,2024-01-03
10978,Payments,186,429,0,3,1,2024-01-03
7610,Payments,332,351,1,5,1,2024-01-03
1505,Payments,206,528,0,1,1,2024-01-03
13006,Payments,135,464,0,1,2,2024-01-03
9099,Payments,310,211,0,1,1,2024-01-03
2196,Payments,563,587,0,0,5,2024-01-03
13189,Payments,494,329,1,2,3,2024-01-03
11065,Payments,566,583,0,4,1,2024-01-03
14804,Payments,130,341,0,2,4,2024-01-03
13412,Payments,102,582,0,5,4,2024-01-03
1191,Login,241,101,1,1,4,2024-01-04
11199,Login,44,126,1,1,2,2024-01-04
4540,Login,507,137,0,0,1,2024-01-04
13731,Login,289,140,1,1,3,2024-01-04
12703,Login,574,124,0,3,4,2024-01-04
6480,Login,442,83,0,4,1,2024-01-04
6038,Login,158,105,0,5,4,2024-01-04
5302,Login,137,80,0,0,4,2024-01-04
8653,Login,179,144,0,1,2,2024-01-04
17133,Login,198,93,0,4,3,2024-01-04
4632,Login,411,106,0,1,1,2024-01-04
5216,Login,563,121,0,2,5,2024-01-04
14174,Login,567,137,0,1,1,2024-01-04
17698,Login,561,105,0,1,5,2024-01-04
19461,Login,556,91,0,3,2,2024-01-04
6906,Login,72,92,0,4,5,2024-01-04
17841,Login,84,85,0,4,1,2024-01-04
15482,Login,519,150,0,5,1,2024-01-04
15287,Login,305,103,0,0,1,2024-01-04
7212,Login,582,130,0,3,2,2024-01-04
5600,Login,159,146,1,2,3,2024-01-04
6788,Login,518,98,0,0,5,2024-01-04
11742,Login,502,125,0,2,3,2024-01-04
18175,Login,74,125,0,5,3,2024-01-04
2263,Login,569,113,1,0,4,2024-01-04
15681,Login,532,93,1,2,1,2024-01-04
1953,Login,196,133,0,5,2,2024-01-04
7809,Login,240,131,0,5,3,2024-01-04
1000,Login,548,87,0,4,4,2024-01-04
16061,Login,210,125,1,4,2,2024-01-04
2598,Login,257,122,0,3,1,2024-01-04
12916,Login,588,100,0,2,3,2024-01-04
17619,Login,253,92,0,1,1,2024-01-04
4238,Login,80,129,0,5,1,2024-01-04
15800,Login,389,120,1,0,3,2024-01-04
3852,Login,206,112,0,1,2,2024-01-04
18240,Login,503,98,0,4,5,2024-01-04
18523,Login,492,130,0,2,4,2024-01-04
3426,Login,212,95,0,0,1,2024-01-04
16216,Login,565,124,0,1,4,2024-01-04
1504,Login,323,145,0,5,5,2024-01-04
15872,Login,326,138,0,4,1,2024-01-04
13118,Login,286,115,0,0,5,2024-01-04
8451,Login,555,80,0,2,4,2024-01-04
7996,Login,395,119,0,4,3,2024-01-04
13675,Login,134,92,0,2,1,2024-01-04
6585,Login,107,86,1,1,4,2024-01-04
11508,Login,165,144,1,2,2,2024-01-04
13628,Login,529,132,0,3,2,2024-01-04
14474,Login,597,96,0,1,3,2024-01-04
19473,Search,365,200,0,5,3,2024-01-04
16405,Search,191,239,0,4,5,2024-01-04
1783,Search,416,355,1,3,1,2024-01-04
12063,Search,286,418,1,5,2,2024-01-04
4381,Search,335,508,0,5,5,2024-01-04
1999,Search,584,351,0,2,1,2024-01-04
10376,Search,50,239,0,1,3,2024-01-04
14467,Search,82,566,0,4,5,2024-01-04
16924,Search,402,246,0,3,4,2024-01-04
15693,Search,324,234,0,1,4,2024-01-04
9642,Search,318,286,0,4,2,2024-01-04
9810,Search,353,570,0,5,5,2024-01-04
8329,Search,599,380,0,1,2,2024-01-04
9326,Search,281,473,0,0,3,2024-01-04
9154,Search,369,235,0,2,5,2024-01-04
18832,Search,240,509,0,3,4,2024-01-04
11844,Search,576,456,0,5,1,2024-01-04
16409,Search,279,220,0,3,3,2024-01-04
11872,Search,246,392,0,4,2,2024-01-04
13321,Search,586,449,1,2,2,2024-01-04
1626,Search,515,489,0,5,4,2024-01-04
19078,Search,209,456,0,4,2,2024-01-04
8451,VideoPlayback,333,302,0,3,1,2024-01-04
1797,VideoPlayback,357,313,0,5,1,2024-01-04
14704,VideoPlayback,513,482,0,1,1,2024-01-04
15370,VideoPlayback,358,461,0,0,3,2024-01-04
3896,VideoPlayback,165,203,0,5,5,2024-01-04
12430,VideoPlayback,333,541,0,0,2,2024-01-04
10510,VideoPlayback,131,547,0,0,1,2024-01-04
14963,VideoPlayback,359,579,0,0,5,2024-01-04
17511,VideoPlayback,194,390,0,1,2,2024-01-04
5109,VideoPlayback,527,500,0,2,1,2024-01-04
4426,VideoPlayback,199,347,0,5,2,2024-01-04
7937,VideoPlayback,278,404,0,1,1,2024-01-04
15324,VideoPlayback,532,448,0,5,3,2024-01-04
15732,VideoPlayback,202,499,0,0,2,2024-01-04
17882,VideoPlayback,373,299,0,4,1,2024-01-04
1363,VideoPlayback,539,598,0,5,1,2024-01-04
1736,VideoPlayback,75,597,0,0,5,2024-01-04
6574,VideoPlayback,330,460,1,0,3,2024-01-04
17670,VideoPlayback,276,274,0,3,4,2024-01-04
16920,VideoPlayback,245,234,1,2,5,2024-01-04
18096,VideoPlayback,395,305,0,2,4,2024-01-04
