date,feature_name,avg_latency_ms,avg_feedback,latency_trend,feedback_trend
2024-01-10,VideoPlayback,401.2,2.96,396.01286378087553,3.0211494252873563
2024-01-11,Login,115.53333333333333,3.0,115.05545893719807,2.7727536231884056
2024-01-11,Payments,364.05,2.7,401.87166666666667,3.1044444444444443
2024-01-11,Recommendations,422.7142857142857,2.761904761904762,402.3038923395445,2.7168668046928914
2024-01-11,Search,409.51063829787233,3.127659574468085,413.7977396476779,2.976531686113018
2024-01-11,VideoPlayback,406.8,3.2222222222222223,398.5632183908046,3.0952234993614307
2024-01-12,Login,111.33333333333333,2.8,114.59323671497584,2.7594202898550724
2024-01-12,Payments,405.1666666666667,3.4,395.78055555555557,3.1444444444444444
2024-01-12,Recommendations,379.3225806451613,3.161290322580645,402.08475255459825,2.84396357888644
2024-01-12,Search,387.5,2.823529411764706,411.1902127659575,3.0037296620775975
2024-01-12,VideoPlayback,358.2,3.3333333333333335,388.73333333333335,3.1718518518518515
2024-01-13,Login,112.84615384615384,2.8461538461538463,113.23760683760683,2.8820512820512825
2024-01-13,Payments,410.0,3.0,393.07222222222225,3.033333333333333
2024-01-13,Recommendations,409.2142857142857,2.9642857142857144,403.7503840245776,2.962493599590374
2024-01-13,Search,376.9189189189189,2.5135135135135136,391.30985240559704,2.8215674999154348
2024-01-13,VideoPlayback,417.75,3.0,394.25,3.1851851851851856
2024-01-14,Login,109.32142857142857,2.9642857142857144,111.16697191697192,2.87014652014652
2024-01-14,Payments,405.37931034482756,3.0,406.8486590038314,3.1333333333333333
2024-01-14,Recommendations,400.46153846153845,2.576923076923077,396.33280160699513,2.900833037929812
2024-01-14,Search,379.219512195122,3.1707317073170733,381.21281037134696,2.8359248775317645
2024-01-14,VideoPlayback,396.20588235294116,3.0294117647058822,390.7186274509804,3.1209150326797386
2024-01-15,Login,117.68085106382979,3.5319148936170213,113.28281116047073,3.114118151352194
2024-01-15,Payments,383.95652173913044,2.6956521739130435,399.7786106946526,2.898550724637681
2024-01-15,Recommendations,384.27659574468083,3.148936170212766,397.98413997350167,2.8967149871405193
2024-01-15,Search,425.875,3.0833333333333335,394.00447703801365,2.9225261847213067
2024-01-15,VideoPlayback,429.65,3.1,414.535294117647,3.0431372549019606
2024-01-16,Login,118.62962962962963,2.962962962962963,115.21063642162933,3.153054523621899
2024-01-16,Payments,361.0444444444444,2.6666666666666665,383.46009217613414,2.7874396135265695
2024-01-16,Recommendations,394.9166666666667,2.875,393.21826695762866,2.8669530823786147
2024-01-16,Search,373.0,2.925,392.6981707317073,3.059688346883469
2024-01-16,VideoPlayback,425.0,3.1538461538461537,416.9519607843137,3.0944193061840117
2024-01-17,Login,118.425,3.025,118.24516023115314,3.173292618859995
2024-01-17,Payments,370.1,2.85,371.7003220611916,2.7374396135265697
2024-01-17,Recommendations,401.9347826086956,3.108695652173913,393.7093483400144,3.0442106074622264
2024-01-17,Search,414.14285714285717,2.8857142857142857,404.3392857142857,2.96468253968254
2024-01-17,VideoPlayback,409.14285714285717,2.8095238095238093,421.26428571428573,3.021123321123321
2024-01-18,Login,112.53658536585365,3.097560975609756,116.53040499849443,3.0285079795242402
2024-01-18,Payments,419.84090909090907,2.9545454545454546,383.66178451178456,2.8237373737373734
2024-01-18,Recommendations,387.6875,2.9791666666666665,394.84631642512073,2.98762077294686
2024-01-18,Search,395.14285714285717,2.9642857142857144,394.0952380952381,2.9250000000000003
2024-01-18,VideoPlayback,423.6923076923077,2.948717948717949,419.2783882783883,2.970695970695971
2024-01-19,Login,120.1875,3.0625,117.04969512195122,3.061686991869918
2024-01-19,Payments,418.2,3.28,402.71363636363634,3.0281818181818188
2024-01-19,Recommendations,395.02564102564105,2.871794871794872,394.88264121144556,2.9865523968784835
2024-01-19,Search,370.38461538461536,2.9743589743589745,393.2234432234432,2.941452991452991
2024-01-19,VideoPlayback,407.3,3.0,413.3783882783883,2.9194139194139197
2024-01-20,Login,115.62068965517241,2.7586206896551726,116.1149250070087,2.972893888421643
2024-01-20,Payments,377.02777777777777,2.7777777777777777,405.02289562289565,3.004107744107744
2024-01-20,Recommendations,391.86206896551727,3.0,391.52506999705275,2.9503205128205128
2024-01-20,Search,403.5,3.0625,389.6758241758242,3.0003815628815627
2024-01-20,VideoPlayback,393.8965517241379,3.0689655172413794,408.29628647214855,3.005894488653109
2024-01-21,Login,117.36,3.04,117.72272988505749,2.9537068965517244
2024-01-21,Payments,401.531914893617,3.234042553191489,398.9198975571316,3.0972734436564218
2024-01-21,Recommendations,389.97058823529414,3.1470588235294117,392.2860994088175,3.0062845651080945
2024-01-21,Search,437.8695652173913,3.1739130434782608,403.9180602006689,3.070257339279079
2024-01-21,VideoPlayback,404.9347826086956,3.3043478260869565,402.0437781109445,3.1244377811094455
2024-01-22,Login,114.4,3.1333333333333333,115.79356321839082,2.9773180076628356
2024-01-22,Payments,397.55,3.05,392.0365642237982,3.0206067769897555
2024-01-22,Recommendations,433.52,3.12,405.1175524002704,3.0890196078431376
2024-01-22,Search,348.7916666666667,3.4166666666666665,396.72041062801935,3.2176932367149758
2024-01-22,VideoPlayback,389.6190476190476,3.0952380952380953,396.1501273172937,3.156183812855477
2024-01-23,Login,115.58974358974359,2.871794871794872,115.78324786324787,3.015042735042735
2024-01-23,Payments,430.95348837209303,3.13953488372093,410.01180108857005,3.1411924789708063
2024-01-23,Recommendations,385.9310344827586,3.0,403.1405409060176,3.0890196078431376
2024-01-23,Search,416.2,2.95,400.9537439613527,3.180193236714976
2024-01-23,VideoPlayback,396.64444444444445,2.422222222222222,397.06609155739596,2.9406027145157583
2024-01-24,Login,114.04444444444445,2.8666666666666667,114.67806267806269,2.9572649572649574
2024-01-24,Payments,388.95652173913044,2.8043478260869565,405.82000337040785,2.9979609032692953
2024-01-24,Recommendations,369.85185185185185,2.925925925925926,396.4342954448702,3.015308641975309
2024-01-24,Search,414.675,3.375,393.22222222222223,3.2472222222222222
2024-01-24,VideoPlayback,387.9375,3.125,391.4003306878306,2.880820105820106
2024-01-25,Login,112.125,3.375,113.91972934472933,3.037820512820513
2024-01-25,Payments,372.66,2.88,397.5233367037412,2.9412942366026287
2024-01-25,Recommendations,415.0833333333333,2.8333333333333335,390.2887398893146,2.919753086419753
2024-01-25,Search,386.8979591836735,2.8979591836734695,405.92431972789115,3.0743197278911567
2024-01-25,VideoPlayback,370.0,2.9,384.8606481481482,2.815740740740741
2024-01-26,Login,113.05882352941177,3.1176470588235294,113.07608932461874,3.1197712418300654
2024-01-26,Payments,408.92,3.2,390.17884057971014,2.961449275362319
2024-01-26,Recommendations,398.93939393939394,2.6363636363636362,394.62485970819307,2.798540965207632
2024-01-26,Search,418.8333333333333,3.3095238095238093,406.8020975056689,3.194160997732426
2024-01-26,VideoPlayback,402.36,3.12,386.7658333333334,3.0483333333333333
2024-01-27,Login,115.70967741935483,2.4838709677419355,113.6311669829222,2.9921726755218216
2024-01-27,Payments,359.04545454545456,3.1363636363636362,380.2084848484849,3.072121212121212
2024-01-27,Recommendations,388.6530612244898,3.1020408163265305,400.8919294990724,2.8572459286745002
2024-01-27,Search,394.84615384615387,2.923076923076923,400.1924821210535,3.0435199720914006
2024-01-27,VideoPlayback,395.84615384615387,2.5384615384615383,389.40205128205133,2.8528205128205126
2024-01-28,Login,111.0909090909091,2.727272727272727,113.28647001322524,2.7762635846127304
2024-01-28,Payments,338.7,3.35,368.8884848484848,3.228787878787879
2024-01-28,Recommendations,387.0,2.9047619047619047,391.53081838796123,2.8810554524840235
2024-01-28,Search,392.60526315789474,3.1315789473684212,402.0949167791273,3.121393226656384
2024-01-28,VideoPlayback,399.9655172413793,3.0689655172413794,399.3905570291777,2.909142351900973
2024-01-29,Login,116.16326530612245,2.7551020408163267,114.32128393879547,2.6554152452769966
2024-01-29,Payments,431.6666666666667,3.4074074074074074,376.4707070707071,3.2979236812570143
2024-01-29,Recommendations,416.93939393939394,2.8181818181818183,397.53081838796123,2.9416615130900845
2024-01-29,Search,397.8857142857143,2.7142857142857144,395.11237709658764,2.922980528243686
2024-01-29,VideoPlayback,429.7560975609756,3.268292682926829,408.5225895495029,2.958573246209916
2024-01-30,Login,110.72,3.24,112.65805813234385,2.9074582560296847
2024-01-30,Payments,409.1578947368421,3.0789473684210527,393.1748538011696,3.278784925276154
2024-01-30,Recommendations,399.18518518518516,2.2222222222222223,401.04152637485976,2.6483886483886483
2024-01-30,Search,410.1470588235294,3.5588235294117645,400.21267875571283,3.134896063688633
2024-01-30,VideoPlayback,402.09302325581393,2.8372093023255816,410.60487935272295,3.0581558341645967
